id_estudiante,primer_nombre,segundo_nombre,primer_apellido,segundo_apellido,tipo_documento,numero_documento,correo_electronico,telefono,direccion,fecha_nacimiento,promedio_academico,historial_notas,materias_perdidas,semestre_cursado,creditos_matriculados,creditos_aprobados,asistencia_clases,rendimiento_periodo,estado_pagos,mora_matricula,becas_apoyos,estrato,ingresos_familiares,num_dependientes,situacion_laboral,horas_trabajo_semanales,lugar_residencia,tipo_vivienda,edad,genero,programa_academico,ciudad_origen,estado_estudiante,atenciones_psicologicas,seguimientos_realizados,casos_riesgo,participacion_institucional,evaluacion_docente
EST-0127,Antonio,,Ortiz,,CC,9343178143,antonio.ortiz74@email.com,604 931 51 82,"Tr. 63 # 11-1 Este, 054817, Amalfi, Antioquia",2003-10-11,3.77,3.77,2,1,15,7,78,0.0,Al día,False,Sí,4,6315000.0,4,Tiempo completo,33,Misma ciudad,Familiar,17,Masculino,Ingeniería de Sistemas,Moquegua,Activo,1,0,False,3,3.9
EST-0128,Marina,José,Hernández,,CC,7306860940,marina.hernández73@email.com,573145709666,"Calle 104 # 6-6 Sur, Casa 68, 250135, Simijaca, Cundinamarca",2002-11-12,4.18,4.22;4.13,1,2,15,14,76,-0.09,Al día,False,Sí,3,1051000.0,2,Medio tiempo,20,Misma ciudad,Arrendada,21,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,3.5
EST-0129,Laura,Armando,Rodríguez,Monroy,CC,5562815312,laura.rodríguez87@email.com,3023755495,"Cr. 28S # 5-8 Este, 252912, Gachalá, Cundinamarca",2001-11-11,3.7,3.68;3.71,2,2,17,13,83,0.03,Al día,False,Sí,4,1818000.0,2,Tiempo completo,36,Misma ciudad,Propia,21,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,0,4.6
EST-0130,Edinson,,García,,CC,1591160070,edinson.garcía37@email.com,+57 605 752 41 85,"Calle 28C # 49-16 Este, Bodega 20, 135195, San Pablo, Bolívar",2004-10-16,3.8,3.78;3.76;3.90;4.00;3.46;3.80;3.87,2,7,21,16,84,0.07,Al día,False,No,3,2118000.0,3,No trabaja,0,Misma ciudad,Propia,23,Masculino,Ingeniería de Sistemas,Piura,Activo,0,1,False,2,3.9
EST-0131,Piedad,Yurany,Luna,Aguilar,CC,3233061403,piedad.luna35@email.com,(+57)3165960967,"Cl. 31 # 15-63, Apartamento 99, 057416, Chigorodó, Antioquia",2000-01-31,3.06,3.44;3.10;3.13;2.94;2.89;3.02;2.89,5,7,20,3,88,-0.13,Al día,False,Sí,2,1470000.0,1,Medio tiempo,14,Misma ciudad,Arrendada,24,Femenino,Ingeniería de Sistemas,Arequipa,Activo,0,0,False,3,4.6
EST-0132,Claudia,Ana,Ramírez,Moreno,CC,3674493022,claudia.ramírez7@email.com,(+57) 323 578 25 48,"Cr. 25 Bis # 65-70, Bodega 5, 687673, Zapatoca, Santander",2007-01-15,4.3,4.31;4.42;4.54;4.51;4.06;4.18;4.38;4.20;4.10,0,9,20,20,82,-0.1,Al día,False,Sí,4,1125000.0,4,No trabaja,0,Misma ciudad,Arrendada,16,Masculino,Ingeniería de Sistemas,Nazca,Activo,0,0,False,4,4.0
EST-0133,Jorge,Carolina,Castro,Pacheco,CC,8690266940,jorge.castro15@email.com,3026185333,"Av. calle 146 # 9-2, 193556, Inzá, Cauca",2003-01-11,3.98,3.92;4.05,3,2,13,3,88,0.13,Al día,False,Sí,3,697000.0,3,No trabaja,0,Misma ciudad,Propia,26,Masculino,Ingeniería de Sistemas,Sullana,Activo,1,0,False,2,4.3
EST-0134,Margarita,Eliana,Osorio,,CC,1851915790,margarita.osorio47@email.com,018006737002,"Cr. 137I Este # 9-18 Sur, 053417, San Roque, Antioquia",1996-02-28,4.18,4.18,1,1,19,15,96,0.0,Al día,False,Sí,3,862000.0,7,Tiempo completo,38,Ciudad cercana,Arrendada,18,Masculino,Ingeniería de Sistemas,Huancayo,Activo,0,0,False,2,3.7
EST-0135,Francia,José,Pardo,,CC,1074481737,francia.pardo19@email.com,57 606 661 76 67,"Cr. 76X # 75H-29 Sur, Bodega 925, 630834, Armenia",2003-03-31,4.32,4.53;4.59;4.19;4.20;4.30;4.22;4.22;4.29,0,8,22,22,85,0.07,Al día,False,No,1,1837000.0,3,Medio tiempo,24,Ciudad cercana,Propia,17,Femenino,Ingeniería de Sistemas,Abancay,Activo,0,0,False,1,3.7
EST-0136,Juan,Carlos,Suárez,Mendoza,CC,1358348365,juan.suárez59@email.com,3101314480,"Carrera 195Y Este # 44B-84, Torre 5 apartamento 9, 440639, Villanueva, La Guajira",1998-08-30,3.38,3.63;3.15;3.56;3.18,3,4,18,9,83,-0.38,Al día,False,Sí,2,2909000.0,6,No trabaja,0,Ciudad cercana,Familiar,24,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,3,4.2
EST-0137,Gloria,Carolina,Fuentes,,CC,3864630385,gloria.fuentes86@email.com,(+57) 310 066 51 74,"Transversal 9 Sur # 9-67, Local 29, 737466, Rovira, Tolima",2003-05-21,3.66,4.04;3.88;3.69;3.66;3.41;3.66;3.28,3,7,20,11,100,-0.38,Al día,False,Sí,3,1338000.0,2,No trabaja,0,Misma ciudad,Familiar,22,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,True,4,4.0
EST-0138,Rubén,Patricia,Córdoba,Martínez,CC,7127895398,rubén.córdoba17@email.com,+573021012183,"Calle 7Y # 24-8, 520799, Cuaspud Carlosama, Nariño",2001-09-08,4.03,4.24;4.10;3.76,2,3,18,10,78,-0.34,Al día,False,No,3,1005000.0,2,No trabaja,0,Ciudad cercana,Propia,22,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,4.8
EST-0139,Carlos,María,Ortiz,,CC,2241847662,carlos.ortiz10@email.com,313 552 07 14,"Carrera 98 # 20-85 Este, 527810, Santa Bárbara, Nariño",2004-03-11,3.49,3.54;3.54;3.39,2,3,19,12,89,-0.15,Al día,False,No,5,2145000.0,3,No trabaja,0,Ciudad lejana,Propia,22,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,5.0
EST-0140,Ofelia,Marco,Niño,,CC,5565196947,ofelia.niño24@email.com,(+57) 303 159 11 14,"Dg. 179 # 9Q-4, 059194, Betania, Antioquia",2002-08-07,3.24,3.19;3.21;3.24;3.45;3.12,6,5,14,0,64,-0.33,Al día,False,No,2,543000.0,5,Medio tiempo,20,Ciudad cercana,Familiar,20,Femenino,Ingeniería de Sistemas,Cusco,Desertor,0,4,False,0,4.5
EST-0141,José,Nubia,Rangel,,CC,3958555766,josé.rangel35@email.com,+573036807796,"Cr. 133 # 9A-2 Este, 520618, Tangua, Nariño",2006-04-03,3.57,3.60;3.58;3.66;3.50;3.70;3.52;3.90;3.23;3.47,2,9,20,12,86,0.24,Al día,False,No,1,3625000.0,3,No trabaja,0,Ciudad cercana,Propia,26,Masculino,Ingeniería de Sistemas,Barranca,Activo,0,0,False,2,5.0
EST-0142,Lucía,Yury,Correa,Ávila,CC,4006870283,lucía.correa27@email.com,302 502 16 49,"Carrera 70 # 12-7, 683983, Landázuri, Santander",2001-08-19,3.91,4.36;3.95;4.01;4.07;3.85;3.73;3.43,2,7,19,12,86,-0.3,Al día,False,Sí,2,1222000.0,4,Medio tiempo,21,Misma ciudad,Arrendada,25,Masculino,Ingeniería de Sistemas,Lima,Activo,1,1,False,3,4.0
EST-0143,Marcela,,Roa,Vargas,CC,3278567399,marcela.roa6@email.com,(+57)3039043982,"Calle 54I Este # 4-34, 238771, Los Córdobas, Córdoba",2006-06-15,3.65,3.93;3.59;3.90;3.48;3.54;3.88;3.71;3.51;3.30,2,9,21,17,85,-0.21,En mora,False,No,5,4402000.0,3,Medio tiempo,12,Misma ciudad,Arrendada,17,Masculino,Ingeniería de Sistemas,Juliaca,Activo,1,1,False,1,4.3
EST-0144,Alexander,Johanna,Caballero,Rivera,CC,4322118988,alexander.caballero46@email.com,57 301 840 10 04,"Diagonal 187U Este # 8-14 Sur, Apartamento 764, 415341, Pital, Huila",2002-02-25,3.75,3.96;3.72;3.81;3.98;3.59;3.71;3.57;3.66,2,8,23,18,72,0.09,Al día,False,No,2,2205000.0,4,No trabaja,0,Misma ciudad,Familiar,17,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.3
EST-0145,Antonio,,Carvajal,Londoño,CC,2411042785,antonio.carvajal49@email.com,3022691414,"Cl. 4ª # 9-49 Sur, 998082, Puerto Carreño",2000-07-27,3.61,3.68;3.76;3.59;3.75;3.45;3.42,2,6,18,14,96,-0.03,Al día,True,Sí,3,8587000.0,3,No trabaja,0,Ciudad cercana,Arrendada,26,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,3,3.6
EST-0146,Fabiola,Sergio,Muñoz,Rojas,CC,6427470705,fabiola.muñoz66@email.com,(+57) 608 795 24 17,"Dg. 83D Sur # 1-1, Torre 1 apartamento 1, 085643, Palmar de Varela, Atlántico",2000-06-22,4.03,4.35;3.81;3.92,3,3,13,4,54,0.11,En mora,True,Sí,1,1321000.0,4,Tiempo completo,30,Ciudad lejana,Familiar,23,Femenino,Ingeniería de Sistemas,Cerro de Pasco,Desertor,2,3,True,2,4.1
EST-0147,Jonathan,Camilo,Giraldo,Ariza,CC,9351485848,jonathan.giraldo46@email.com,3123398683,"Carrera 101 # 2-4 Sur, Casa 67, 059949, Gómez Plata, Antioquia",2003-09-08,3.94,3.77;4.03;3.72;4.23,1,4,18,16,72,0.51,Al día,False,No,2,2304000.0,6,Tiempo completo,30,Misma ciudad,Propia,17,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,1,4.0
EST-0148,Elena,,Sánchez,,CC,3949753940,elena.sánchez91@email.com,+573142665035,"Av. Valle del Cauca # 9Q-56, 737885, San Antonio, Tolima",2002-05-17,4.19,4.38;4.08;4.27;4.02,2,4,20,14,61,-0.25,Al día,False,No,3,1884000.0,5,Medio tiempo,18,Misma ciudad,Propia,17,Masculino,Ingeniería de Sistemas,Tarapoto,Activo,1,0,False,1,3.8
EST-0149,Dayana,Manuel,Jiménez,Fernández,CC,8836731247,dayana.jiménez48@email.com,6974934,"Calle 44 # 7-30 Este, 918342, Puerto Arica, Amazonas",2003-09-08,4.01,4.39;4.32;3.87;4.10;4.16;3.71;3.91;3.90;3.76,1,9,20,17,82,-0.14,Al día,False,No,4,830000.0,6,Tiempo completo,34,Misma ciudad,Familiar,16,Masculino,Ingeniería de Sistemas,Jaén,Activo,2,1,False,3,4.2
EST-0150,María,Andrea,Rojas,Estrada,CC,8057989357,maría.rojas59@email.com,+573001289991,"Av. calle 4ª # 4-8 Este, Torre 3 apartamento 852, 475313, Aracataca, Magdalena",2001-03-14,3.77,3.76;3.78,2,2,16,9,86,0.02,Al día,False,No,2,1410000.0,4,Tiempo completo,30,Ciudad cercana,Arrendada,24,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,7,4.3
EST-0151,Marcela,,Sánchez,,CC,7661602187,marcela.sánchez93@email.com,708 00 72,"Av. carrera 67 # 7-24, 858598, San Luis de Palenque, Casanare",2007-09-28,4.12,4.14;4.10,2,2,13,7,65,-0.04,Al día,True,No,4,1738000.0,3,Medio tiempo,16,Misma ciudad,Familiar,18,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,3.5
EST-0152,María,Ana,Castillo,,CC,2670676824,maría.castillo44@email.com,57 305 933 84 21,"Calle 46 # 99-71 Este, 251030, Chocontá, Cundinamarca",2005-05-07,3.95,4.02;3.88,2,2,19,11,82,-0.14,Al día,False,No,1,1863000.0,2,Medio tiempo,19,Ciudad lejana,Arrendada,22,Femenino,Ingeniería de Sistemas,Bagua,Activo,0,1,False,2,4.2
EST-0153,Antonio,Fanny,Portilla,González,TI,4339426019,antonio.portilla42@email.com,01 8006 153 498,"Tr. 96 # 65F-85 Este, Etapa 6 apartamento 57, 089597, Soledad, Atlántico",2007-08-12,4.11,4.41;4.28;4.00;4.18;4.16;4.21;3.80;3.85,2,8,20,14,74,0.05,En mora,False,No,5,1071000.0,3,No trabaja,0,Misma ciudad,Familiar,20,Otro,Ingeniería de Sistemas,Lima,Activo,0,0,True,2,3.9
EST-0154,Johan,,Díaz,Orozco,CC,9177061270,johan.díaz73@email.com,(+57) 315 906 57 05,"Transversal 2ª # 56-7 Este, Local 67, 085823, Galapa, Atlántico",2008-05-26,4.09,4.19;4.16;4.03;4.25;3.84,1,5,19,16,70,-0.41,Al día,True,No,4,2147000.0,4,Medio tiempo,25,Ciudad lejana,Familiar,21,Masculino,Ingeniería de Sistemas,Ayacucho,Activo,0,1,True,1,4.4
EST-0155,José,María,Rincón,Carrillo,CC,9216963790,josé.rincón74@email.com,6075069811,"Cl. 77 # 69-17 Sur, Etapa 9 apartamento 8, 138699, Montecristo, Bolívar",1996-07-24,2.78,2.89;2.67,7,2,15,0,59,-0.22,Al día,True,No,2,1653000.0,5,No trabaja,0,Misma ciudad,Propia,24,Masculino,Ingeniería de Sistemas,Lima,Desertor,1,3,True,2,3.6
EST-0156,Jhon,Paula,Burbano,Mosquera,CC,3482880769,jhon.burbano40@email.com,+573033363216,"Cr. 7ª # 80U-82 Sur, Bodega 3, 199641, Santander de Quilichao, Cauca",2000-08-26,3.83,4.01;3.93;3.71;3.73;3.87;3.72,1,6,20,18,99,-0.15,Al día,False,Sí,2,1436000.0,2,No trabaja,0,Ciudad cercana,Arrendada,21,Masculino,Ingeniería de Sistemas,Chiclayo,Activo,0,0,False,0,4.1
EST-0157,Jorge,Felipe,Carvajal,,CC,5046372029,jorge.carvajal10@email.com,+57 321 017 72 02,"Avenida calle 55 # 9G-90 Este, 254968, Guasca, Cundinamarca",2003-12-11,3.5,3.61;3.51;3.59;3.38;3.42,5,5,14,0,59,0.04,Pago parcial,True,No,3,1223000.0,6,Medio tiempo,19,Ciudad lejana,Arrendada,24,Otro,Ingeniería de Sistemas,Lima,Desertor,2,4,False,0,3.8
EST-0158,Lucy,Adalberto,Ramírez,,CC,7102290770,lucy.ramírez55@email.com,+57 309 762 37 59,"Carrera 22 # 30-62 Este, 524573, Gualmatán, Nariño",2007-12-17,3.6,3.41;3.74;3.85;3.74;3.24,3,5,21,12,86,-0.5,Al día,False,No,2,4186000.0,5,Tiempo completo,36,Misma ciudad,Arrendada,25,Femenino,Ingeniería de Sistemas,Ica,Activo,0,1,False,2,4.4
EST-0159,Enrique,,Tovar,,CC,2069560590,enrique.tovar42@email.com,576086731584,"Calle 9U # 2B-42 Este, 888217, San Andrés",2007-10-19,3.94,3.92;4.06;3.75;4.01,2,4,16,11,74,0.26,Al día,False,No,5,1440000.0,3,Medio tiempo,30,Ciudad cercana,Propia,17,Masculino,Ingeniería de Sistemas,Huaraz,Activo,0,0,False,3,3.8
EST-0160,Luis,David,Rueda,Rojas,CC,9447385918,luis.rueda65@email.com,576099820365,"Cr. 5ª # 88-44, Etapa 8 apartamento 6, 205648, Bosconia, Cesar",2005-06-15,3.74,3.83;3.64,3,2,16,5,79,-0.19,Pago parcial,False,No,4,1356000.0,2,Medio tiempo,19,Misma ciudad,Propia,21,Masculino,Ingeniería de Sistemas,Piura,Activo,0,0,False,1,3.4
EST-0161,Felipe,,Obando,,CC,3333583957,felipe.obando6@email.com,3001233784,"Cl. 64 # 9-4 Este, Torre 9 apartamento 17, 131173, Cartagena de Indias",1996-03-24,4.19,4.16;4.22,0,2,17,17,86,0.06,Al día,False,No,3,8149000.0,3,Tiempo completo,30,Misma ciudad,Arrendada,24,Femenino,Ingeniería de Sistemas,Arequipa,Activo,1,0,False,2,4.0
EST-0162,David,,Cárdenas,Vega,CC,5211475714,david.cárdenas9@email.com,(+57) 315 563 38 15,"Carrera 22 # 1-49 Este, Etapa 5 apartamento 7, 667754, Pereira",2000-06-28,3.36,3.51;3.66;3.61;3.04;3.61;2.92;3.24;3.43;3.18,5,9,15,1,46,-0.25,En mora,True,No,5,612000.0,4,Tiempo completo,30,Ciudad lejana,Arrendada,29,Masculino,Ingeniería de Sistemas,Nazca,Desertor,1,5,False,1,3.7
EST-0163,Antonio,Alejandro,Lara,Torres,CC,1863042773,antonio.lara53@email.com,+57 319 453 47 23,"Cr. 94 # 33G-41, 764289, Dagua, Valle del Cauca",2003-11-10,3.32,3.30;3.35,5,2,16,2,72,0.05,En mora,True,Sí,2,2089000.0,3,No trabaja,0,Misma ciudad,Arrendada,19,Femenino,Ingeniería de Sistemas,Lima,Desertor,2,2,True,1,3.8
EST-0164,Andrés,Sandra,Escobar,,CC,7725244958,andrés.escobar51@email.com,(+57)3048845995,"Carrera 36 # 46Z-1 Sur, Oficina 80, 197054, Guapi, Cauca",2002-06-07,3.88,3.75;4.02,1,2,20,18,73,0.27,Pago parcial,False,Sí,4,792000.0,1,Medio tiempo,19,Ciudad lejana,Propia,25,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.4
EST-0165,Mónica,Daniel,Mosquera,Luna,CC,5890152964,mónica.mosquera67@email.com,301 189 65 73,"Dg. 91 # 38-5, Casa 7, 760326, Argelia, Valle del Cauca",2007-10-03,3.64,3.57;3.72,2,2,13,6,81,0.15,En mora,False,Sí,4,2495000.0,4,Tiempo completo,39,Ciudad cercana,Familiar,26,Masculino,Ingeniería de Sistemas,Abancay,Activo,1,0,True,2,4.4
EST-0166,Fernando,Amparo,Moreno,Gamboa,CC,8465248556,fernando.moreno34@email.com,57 609 862 60 60,"Avenida carrera 57 # 43-9 Sur, Apartamento 814, 548428, Ábrego, Norte de Santander",2004-03-25,3.64,3.64,2,1,21,16,87,0.0,Al día,False,No,6,745000.0,2,No trabaja,0,Misma ciudad,Familiar,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,2,False,1,4.6
EST-0167,Andrés,,Cruz,Quintero,CC,8875587801,andrés.cruz7@email.com,(+57)6075704407,"Cr. 146 # 35-62 Este, Oficina 7, 137722, Santa Rosa, Bolívar",2002-10-06,3.76,3.84;3.60;3.84,2,3,17,12,79,0.24,Al día,False,No,6,2548000.0,4,Medio tiempo,15,Misma ciudad,Arrendada,30,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,0,4.3
EST-0168,Alfredo,María,Valencia,,CC,4192826717,alfredo.valencia11@email.com,(+57)3257907830,"Diagonal 62 # 13R-37 Este, 156954, Rondón, Boyacá",2004-02-26,3.63,3.77;3.72;3.60;3.73;3.64;3.54;3.44;3.58,2,8,19,13,100,0.14,Al día,False,No,6,1291000.0,4,Medio tiempo,22,Misma ciudad,Arrendada,23,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.3
EST-0169,Francy,,Becerra,Córdoba,CC,8691235393,francy.becerra52@email.com,3289038527,"Calle 80 # 48-30 Sur, 258353, Jerusalén, Cundinamarca",2001-02-19,4.18,3.95;4.21;4.37,1,3,18,13,79,0.16,Al día,False,No,3,4188000.0,2,No trabaja,0,Misma ciudad,Familiar,23,Masculino,Ingeniería de Sistemas,Lima,Activo,0,2,False,1,3.0
EST-0170,Alba,Fernando,Forero,Leal,CC,4952276225,alba.forero11@email.com,3111306057,"Cr. 3ª # 69-7, Local 28, 474609, Santa Ana, Magdalena",2000-05-05,3.32,3.31;3.33,6,2,12,0,51,0.02,En mora,True,No,2,433000.0,3,Medio tiempo,16,Ciudad lejana,Arrendada,23,Masculino,Ingeniería de Sistemas,Cusco,Desertor,1,2,False,2,4.0
EST-0171,Juan,,Andrade,Zapata,CC,4302704918,juan.andrade64@email.com,+57 300 761 41 73,"Av. carrera 4ª # 1-78 Este, Oficina 470, 153657, Chíquiza, Boyacá",2001-07-30,4.04,4.20;4.26;4.08;4.07;4.01;3.90;3.78,2,7,19,13,78,-0.12,Al día,True,No,1,2536000.0,2,Tiempo completo,43,Ciudad cercana,Arrendada,16,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.7
EST-0172,Edgar,Miguel,Mosquera,Rodríguez,CC,9570572100,edgar.mosquera13@email.com,576083067224,"Calle 53 # 87-55 Sur, 158307, Socha, Boyacá",2003-08-22,3.5,3.36;3.69;3.46,4,3,17,5,52,-0.23,En mora,False,No,2,2432000.0,3,No trabaja,0,Ciudad lejana,Arrendada,17,Femenino,Ingeniería de Sistemas,Cajamarca,Desertor,2,3,False,2,4.0
EST-0173,Gabriel,,Cortés,,CC,8172907452,gabriel.cortés9@email.com,57 304 426 79 05,"Av. carrera 146 # 7-16 Sur, 633239, Filandia, Quindío",2000-11-11,4.0,4.20;4.39;4.12;4.04;3.90;4.03;3.97;3.85;3.68;3.77,1,10,18,14,70,0.09,Al día,False,No,2,3093000.0,5,No trabaja,0,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,1,0,False,2,4.2
EST-0174,Antonio,,Duque,Arias,CC,7133333458,antonio.duque85@email.com,324 177 05 74,"Avenida Ramón Restrepo # 78-30 Sur, Apartamento 637, 540751, Los Patios, Norte de Santander",1999-06-18,3.18,3.25;3.10,5,2,16,2,81,-0.15,Al día,False,No,2,2874000.0,3,Medio tiempo,21,Ciudad cercana,Arrendada,19,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,0,3.7
EST-0175,Daniel,,Salgado,Hernández,CC,2388574804,daniel.salgado63@email.com,(+57)6019783653,"Av. carrera 86 # 81-4 Este, 769083, Ulloa, Valle del Cauca",2005-09-29,4.15,4.15;4.32;3.97,1,3,19,15,92,-0.35,Pago parcial,False,Sí,4,2624000.0,1,Medio tiempo,14,Misma ciudad,Propia,21,Femenino,Ingeniería de Sistemas,Tumbes,Activo,1,0,False,1,4.6
EST-0176,Brayan,,González,Salazar,CC,2596251329,brayan.gonzález24@email.com,01 8006 448 390,"Dg. 6X # 3-53 Sur, Local 57, 258073, Cajicá, Cundinamarca",2006-05-03,3.59,3.56;3.57;3.77;3.70;3.59;3.35,3,6,17,8,100,-0.24,Al día,False,Sí,2,921000.0,2,Tiempo completo,35,Misma ciudad,Familiar,21,Femenino,Ingeniería de Sistemas,Lima,Activo,1,0,False,0,4.1
EST-0177,Amparo,Óscar,Manrique,Escobar,CC,1778533833,amparo.manrique91@email.com,+57 325 760 82 86,"Dg. 150J # 83P-8 Este, Etapa 1 apartamento 33, 545482, Cácota, Norte de Santander",1998-09-29,3.8,4.10;3.89;3.64;3.78;3.65;3.55;3.97,2,7,20,12,82,0.42,Al día,False,Sí,1,2726000.0,2,Tiempo completo,36,Ciudad lejana,Familiar,20,Masculino,Ingeniería de Sistemas,Tacna,Activo,0,1,False,3,3.8
EST-0178,Eugenia,,González,Velasco,CC,5371348824,eugenia.gonzález5@email.com,+573264471027,"Calle 68 # 5-2 Sur, Bodega 666, 055328, Titiribí, Antioquia",2003-12-25,4.3,4.28;4.32,1,2,16,15,65,0.04,Pago parcial,False,Sí,3,2636000.0,4,Medio tiempo,18,Ciudad cercana,Propia,20,Femenino,Ingeniería de Sistemas,Tarapoto,Activo,0,0,True,3,4.4
EST-0179,Alejandro,Pilar,Chávez,Serrano,CC,9630975971,alejandro.chávez80@email.com,3186652655,"Dg. 8I # 57-19 Sur, 080645, Ponedera, Atlántico",1998-09-20,3.89,3.82;3.96,2,2,13,5,76,0.14,Al día,False,Sí,4,765000.0,3,Tiempo completo,31,Misma ciudad,Propia,17,Femenino,Ingeniería de Sistemas,Lima,Activo,0,0,False,1,4.5
EST-0180,Eduard,Carolina,Vega,Cáceres,CC,6707474344,eduard.vega88@email.com,(+57) 326 519 82 89,"Calle 7R Bis C # 94-59, 150549, Caldas, Boyacá",2005-06-16,3.94,3.94,2,1,19,12,84,0.0,Al día,False,No,2,1635000.0,4,No trabaja,0,Ciudad lejana,Propia,21,Masculino,Ingeniería de Sistemas,Puno,Activo,0,1,False,1,3.6
EST-0181,Carolina,,Betancur,Díaz,CC,3350740144,carolina.betancur85@email.com,+57 315 820 72 15,"Cl. 85 # 72Y-45, Apartamento 88, 173553, Samaná, Caldas",1995-10-23,3.33,3.38;3.29;3.31,6,3,16,0,66,0.02,En mora,True,Sí,3,634000.0,4,No trabaja,0,Ciudad lejana,Arrendada,16,Femenino,Ingeniería de Sistemas,Huánuco,Desertor,0,4,True,3,3.6
EST-0182,Leonardo,Miguel,Tovar,Leal,CC,5228271748,leonardo.tovar46@email.com,(+57)3226275630,"Cr. 22 # 9-7 Este, 272090, Tadó, Chocó",2003-04-03,4.06,4.14;3.94;4.39;4.15;3.80;3.90;4.08,1,7,18,17,75,0.18,Al día,False,No,1,5439000.0,3,Tiempo completo,41,Ciudad cercana,Arrendada,19,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.7
EST-0183,Blanca,Clara,Salazar,Serrano,CC,5082468566,blanca.salazar63@email.com,3062843345,"Cl. 6T # 2-89, Etapa 9 apartamento 76, 057176, Puerto Triunfo, Antioquia",2003-03-30,4.12,4.12,1,1,18,16,87,0.0,Al día,False,Sí,6,1733000.0,1,Tiempo completo,34,Misma ciudad,Propia,20,Femenino,Ingeniería de Sistemas,Iquitos,Activo,0,1,False,3,4.3
EST-0184,Blanca,,Quintero,Rojas,CC,4659317877,blanca.quintero12@email.com,(+57) 316 423 99 39,"Calle 189 # 2-9 Sur, Oficina 58, 680961, California, Santander",1998-09-29,3.89,3.93;3.89;3.85,2,3,19,14,77,-0.04,Al día,False,No,4,2549000.0,2,Medio tiempo,23,Misma ciudad,Propia,18,Masculino,Ingeniería de Sistemas,Lima,Activo,0,0,False,2,4.0
EST-0185,Segundo,,Cáceres,Orozco,CC,8562358129,segundo.cáceres29@email.com,(+57) 307 359 30 68,"Carrera 96 # 42-2 Sur, 057505, Nechí, Antioquia",2004-09-02,4.14,4.02;4.27,1,2,18,15,96,0.25,Pago parcial,False,No,1,4671000.0,3,No trabaja,0,Misma ciudad,Arrendada,22,Femenino,Ingeniería de Sistemas,Chimbote,Activo,0,0,False,1,4.3
EST-0186,Elena,Diego,Gómez,Martínez,CC,1671897766,elena.gómez34@email.com,315 273 10 97,"Cl. 180 Bis C # 1-3 Este, 205446, Manaure Balcón del Cesar, Cesar",2006-04-12,4.67,4.64;4.70,0,2,16,16,93,0.06,Pago parcial,True,Sí,3,1511000.0,3,No trabaja,0,Misma ciudad,Propia,25,Femenino,Ingeniería de Sistemas,Lima,Activo,0,1,False,3,3.7
EST-0187,Tulio,,Maldonado,,CC,8767577913,tulio.maldonado27@email.com,373 74 77,"Calle 9L Sur # 14-26 Sur, 689373, Onzaga, Santander",2005-01-18,4.23,4.36;4.28;4.68;4.29;4.07;4.02;3.94,1,7,19,16,86,-0.08,Al día,False,Sí,3,1013000.0,3,Medio tiempo,20,Misma ciudad,Arrendada,20,Masculino,Ingeniería de Sistemas,Lima,Activo,0,1,False,2,3.8
EST-0188,María,,Ramírez,Uribe,CC,5140422018,maría.ramírez41@email.com,3216941986,"Calle 2ª # 83-69 Sur, 913625, Tarapacá, Amazonas",2000-05-14,3.55,3.59;3.51,5,2,15,0,57,-0.08,Pago parcial,True,No,3,920000.0,2,Medio tiempo,22,Misma ciudad,Arrendada,18,Masculino,Ingeniería de Sistemas,Ica,Desertor,3,2,False,1,3.7
EST-0189,Jorge,,Sierra,,CC,2241343975,jorge.sierra90@email.com,573293332528,"Avenida carrera 1ª # 1-12 Sur, 192108, Sucre, Cauca",2008-02-11,3.71,3.70;3.59;3.87;3.72;3.67;3.71,4,6,16,3,78,0.04,Al día,False,Sí,6,1908000.0,3,Medio tiempo,28,Misma ciudad,Propia,22,Masculino,Ingeniería de Sistemas,Huaraz,Activo,0,0,False,1,4.3
